IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.66.72.229,443,443,TRUE,ORD,North America,Chicago,206,8.98
34.34.102.84,443,443,TRUE,FRA,Europe,Frankfurt,173,8.96
34.159.150.123,443,443,TRUE,FRA,Europe,Frankfurt,224,8.95
34.69.150.180,443,443,TRUE,ORD,North America,Chicago,211,8.93
34.107.88.173,443,443,TRUE,FRA,Europe,Frankfurt,222,8.91
35.202.158.120,443,443,TRUE,ORD,North America,Chicago,225,8.86
34.91.170.115,443,443,TRUE,FRA,Europe,Frankfurt,207,8.8
34.29.228.169,443,443,TRUE,ORD,North America,Chicago,207,8.8
34.69.150.180,443,443,TRUE,ORD,North America,Chicago,210,8.74
34.116.157.225,443,443,TRUE,FRA,Europe,Frankfurt,250,8.68
34.147.231.33,443,443,TRUE,LHR,Europe,London,222,8.65
34.67.45.105,443,443,TRUE,ORD,North America,Chicago,211,8.65
34.67.45.105,443,443,TRUE,ORD,North America,Chicago,208,8.65
34.89.206.85,443,443,TRUE,FRA,Europe,Frankfurt,163,8.63
34.69.150.180,443,443,TRUE,ORD,North America,Chicago,207,8.62
34.107.37.195,443,443,TRUE,FRA,Europe,Frankfurt,211,8.59
35.202.158.120,443,443,TRUE,ORD,North America,Chicago,208,8.54
34.67.45.105,443,443,TRUE,ORD,North America,Chicago,214,8.51
34.105.189.25,443,443,TRUE,LHR,Europe,London,172,8.46
34.147.49.126,443,443,TRUE,FRA,Europe,Frankfurt,264,8.44
34.107.37.195,443,443,TRUE,FRA,Europe,Frankfurt,198,8.27
34.67.45.105,443,443,TRUE,ORD,North America,Chicago,211,8.24
34.29.228.169,443,443,TRUE,ORD,North America,Chicago,214,8.14
34.154.40.97,443,443,TRUE,FRA,Europe,Frankfurt,194,8.07
35.190.152.145,443,443,TRUE,ATL,North America,Atlanta,229,8.06
34.91.2.254,443,443,TRUE,FRA,Europe,Frankfurt,176,7.97
34.91.166.120,443,443,TRUE,FRA,Europe,Frankfurt,183,7.89
34.148.187.247,443,443,TRUE,ATL,North America,Atlanta,220,7.86
35.196.72.166,443,443,TRUE,ATL,North America,Atlanta,220,7.82
34.107.37.195,443,443,TRUE,FRA,Europe,Frankfurt,199,7.73
34.147.49.126,443,443,TRUE,FRA,Europe,Frankfurt,199,7.7
34.159.152.221,443,443,TRUE,FRA,Europe,Frankfurt,206,7.52
34.163.89.60,8443,443,TRUE,CDG,Europe,Paris,296,7.51
35.246.168.59,8443,443,TRUE,FRA,Europe,Frankfurt,227,7.5
34.118.97.155,443,443,TRUE,FRA,Europe,Frankfurt,239,7.46
34.159.43.22,443,443,TRUE,FRA,Europe,Frankfurt,252,7.39
34.34.186.205,443,443,TRUE,CDG,Europe,Paris,226,7.37
34.163.89.60,8443,443,TRUE,CDG,Europe,Paris,226,7.36
34.163.89.60,2053,443,TRUE,CDG,Europe,Paris,229,7.29
34.34.186.205,443,443,TRUE,CDG,Europe,Paris,229,6.85
35.246.168.59,2053,443,TRUE,FRA,Europe,Frankfurt,226,6.1
34.97.85.97,443,443,TRUE,KIX,Asia Pacific,Osaka,149,0.62
34.97.85.97,443,443,TRUE,KIX,Asia Pacific,Osaka,83,0.62
34.97.85.97,443,443,TRUE,KIX,Asia Pacific,Osaka,82,0.61
35.187.229.127,80,8080,FALSE,SIN,Asia Pacific,Singapore,3,0
35.244.203.169,80,80,FALSE,SIN,Asia Pacific,Singapore,6,0
34.160.118.77,80,80,FALSE,SIN,Asia Pacific,Singapore,8,0
34.36.237.86,80,80,FALSE,SIN,Asia Pacific,Singapore,9,0
34.49.199.30,80,80,FALSE,SIN,Asia Pacific,Singapore,15,0
34.36.183.121,80,80,FALSE,SIN,Asia Pacific,Singapore,22,0
34.117.254.68,80,80,FALSE,SIN,Asia Pacific,Singapore,23,0
34.36.41.236,80,80,FALSE,SIN,Asia Pacific,Singapore,23,0
34.49.212.232,80,80,FALSE,SIN,Asia Pacific,Singapore,28,0
34.160.118.77,80,80,FALSE,SIN,Asia Pacific,Singapore,31,0
34.111.135.19,80,80,FALSE,SIN,Asia Pacific,Singapore,39,0
104.155.193.180,80,80,FALSE,HKG,Asia Pacific,Hong Kong,51,0
34.150.29.153,443,80,FALSE,HKG,Asia Pacific,Hong Kong,57,0
34.93.226.165,80,80,FALSE,BOM,Asia Pacific,Mumbai,59,0
34.93.79.152,80,80,FALSE,BOM,Asia Pacific,Mumbai,60,0
34.93.226.165,80,80,FALSE,BOM,Asia Pacific,Mumbai,60,0
34.93.79.152,80,80,FALSE,BOM,Asia Pacific,Mumbai,60,0
34.93.79.152,80,80,FALSE,BOM,Asia Pacific,Mumbai,61,0
34.93.79.152,80,80,FALSE,BOM,Asia Pacific,Mumbai,61,0
34.93.226.165,80,80,FALSE,BOM,Asia Pacific,Mumbai,61,0
35.200.202.118,80,80,FALSE,BOM,Asia Pacific,Mumbai,64,0
34.93.226.165,80,80,FALSE,BOM,Asia Pacific,Mumbai,65,0
35.200.202.118,80,80,FALSE,BOM,Asia Pacific,Mumbai,67,0
34.150.29.153,443,80,FALSE,HKG,Asia Pacific,Hong Kong,71,0
34.64.46.166,443,443,TRUE,ICN,Asia Pacific,Seoul,89,0
35.233.191.75,443,80,FALSE,SEA,North America,Seattle,158,0
35.233.191.75,80,80,FALSE,SEA,North America,Seattle,158,0
34.82.188.91,443,443,TRUE,SEA,North America,Seattle,160,0
34.102.111.127,80,80,FALSE,LAX,North America,Los Angeles,160,0
34.141.248.249,2096,80,FALSE,AMS,Europe,Amsterdam,160,0
34.141.248.249,2083,80,FALSE,AMS,Europe,Amsterdam,160,0
34.141.221.33,2083,80,FALSE,AMS,Europe,Amsterdam,161,0
35.187.41.171,2087,80,FALSE,CDG,Europe,Paris,161,0
34.141.221.33,2052,80,FALSE,AMS,Europe,Amsterdam,162,0
35.187.41.171,2083,80,FALSE,CDG,Europe,Paris,162,0
34.147.101.117,2052,80,FALSE,AMS,Europe,Amsterdam,163,0
34.141.248.249,2053,80,FALSE,AMS,Europe,Amsterdam,163,0
34.141.248.249,2086,80,FALSE,AMS,Europe,Amsterdam,163,0
34.141.221.33,2096,80,FALSE,AMS,Europe,Amsterdam,163,0
34.141.221.33,2095,80,FALSE,AMS,Europe,Amsterdam,164,0
34.147.101.117,2083,80,FALSE,AMS,Europe,Amsterdam,164,0
34.141.221.33,2053,80,FALSE,AMS,Europe,Amsterdam,164,0
34.141.221.33,2086,80,FALSE,AMS,Europe,Amsterdam,164,0
34.141.248.249,2082,80,FALSE,AMS,Europe,Amsterdam,164,0
34.141.221.33,2082,80,FALSE,AMS,Europe,Amsterdam,164,0
34.141.248.249,2087,80,FALSE,AMS,Europe,Amsterdam,165,0
34.147.101.117,2082,80,FALSE,AMS,Europe,Amsterdam,166,0
34.147.101.117,2095,80,FALSE,AMS,Europe,Amsterdam,166,0
34.141.248.249,2052,80,FALSE,AMS,Europe,Amsterdam,167,0
34.102.111.127,80,80,FALSE,LAX,North America,Los Angeles,168,0
34.102.111.127,80,80,FALSE,LAX,North America,Los Angeles,169,0
34.147.82.194,2053,80,FALSE,AMS,Europe,Amsterdam,172,0
34.147.101.117,2053,80,FALSE,AMS,Europe,Amsterdam,172,0
34.175.7.231,2053,80,FALSE,MAD,Europe,Madrid,177,0
34.175.133.251,2053,80,FALSE,MAD,Europe,Madrid,178,0
34.175.244.157,2053,80,FALSE,MAD,Europe,Madrid,178,0
34.175.95.58,2052,80,FALSE,MAD,Europe,Madrid,179,0
34.175.168.99,2087,80,FALSE,MAD,Europe,Madrid,179,0
34.147.101.117,2086,80,FALSE,AMS,Europe,Amsterdam,179,0
34.175.161.245,2083,80,FALSE,MAD,Europe,Madrid,179,0
34.175.161.245,2052,80,FALSE,MAD,Europe,Madrid,179,0
34.175.244.157,2052,80,FALSE,MAD,Europe,Madrid,179,0
34.175.161.245,2053,80,FALSE,MAD,Europe,Madrid,180,0
34.175.133.251,2087,80,FALSE,MAD,Europe,Madrid,180,0
34.175.133.251,2082,80,FALSE,MAD,Europe,Madrid,180,0
34.175.143.15,2095,80,FALSE,MAD,Europe,Madrid,180,0
34.175.99.73,2086,80,FALSE,MAD,Europe,Madrid,180,0
34.175.133.251,2095,80,FALSE,MAD,Europe,Madrid,180,0
34.175.95.58,2053,80,FALSE,MAD,Europe,Madrid,180,0
34.175.161.245,2082,80,FALSE,MAD,Europe,Madrid,180,0
34.175.99.73,2095,80,FALSE,MAD,Europe,Madrid,180,0
34.175.95.58,2095,80,FALSE,MAD,Europe,Madrid,180,0
34.175.244.157,2082,80,FALSE,MAD,Europe,Madrid,181,0
34.175.7.231,2052,80,FALSE,MAD,Europe,Madrid,181,0
34.175.7.231,2087,80,FALSE,MAD,Europe,Madrid,181,0
34.175.99.73,2096,80,FALSE,MAD,Europe,Madrid,181,0
34.175.244.157,2086,80,FALSE,MAD,Europe,Madrid,181,0
34.175.244.157,2083,80,FALSE,MAD,Europe,Madrid,182,0
34.175.161.245,2087,80,FALSE,MAD,Europe,Madrid,182,0
34.175.161.245,2095,80,FALSE,MAD,Europe,Madrid,182,0
34.175.95.58,2096,80,FALSE,MAD,Europe,Madrid,183,0
34.175.95.58,2086,80,FALSE,MAD,Europe,Madrid,183,0
34.175.244.157,2087,80,FALSE,MAD,Europe,Madrid,184,0
34.175.99.73,2052,80,FALSE,MAD,Europe,Madrid,184,0
34.82.76.253,443,443,TRUE,SEA,North America,Seattle,185,0
34.175.95.58,2082,80,FALSE,MAD,Europe,Madrid,186,0
34.175.7.231,2082,80,FALSE,MAD,Europe,Madrid,186,0
34.147.101.117,2096,80,FALSE,AMS,Europe,Amsterdam,188,0
35.188.87.85,80,8080,FALSE,ORD,North America,Chicago,204,0
34.170.33.59,8080,80,FALSE,ORD,North America,Chicago,207,0
35.225.207.21,80,80,FALSE,ORD,North America,Chicago,208,0
35.232.39.116,80,80,FALSE,DTW,North America,Detroit,208,0
35.239.252.197,80,80,FALSE,ORD,North America,Chicago,208,0
34.135.226.181,80,80,FALSE,ORD,North America,Chicago,209,0
34.74.105.17,80,8080,FALSE,ATL,North America,Atlanta,218,0
35.227.64.218,80,80,FALSE,ATL,North America,Atlanta,219,0
34.74.105.17,80,8080,FALSE,ATL,North America,Atlanta,220,0
34.74.105.17,80,8080,FALSE,ATL,North America,Atlanta,221,0
35.229.116.150,80,80,FALSE,ATL,North America,Atlanta,328,0
